name,bit_width
model.model.layers.0.mlp.experts.down_proj.expert_231,3
model.model.layers.0.mlp.experts.down_proj.expert_232,3
model.model.layers.0.mlp.experts.down_proj.expert_233,3
model.model.layers.0.mlp.experts.down_proj.expert_234,2
model.model.layers.0.mlp.experts.down_proj.expert_235,4
model.model.layers.0.mlp.experts.down_proj.expert_236,4
model.model.layers.0.mlp.experts.down_proj.expert_237,3
model.model.layers.0.mlp.experts.down_proj.expert_238,4
model.model.layers.0.mlp.experts.down_proj.expert_239,4
model.model.layers.0.mlp.experts.down_proj.expert_24,4
model.model.layers.0.mlp.experts.down_proj.expert_240,4
model.model.layers.0.mlp.experts.down_proj.expert_241,4
model.model.layers.0.mlp.experts.down_proj.expert_242,3
model.model.layers.0.mlp.experts.down_proj.expert_243,4
model.model.layers.0.mlp.experts.down_proj.expert_244,4
model.model.layers.0.mlp.experts.down_proj.expert_245,4
model.model.layers.0.mlp.experts.down_proj.expert_246,4
model.model.layers.0.mlp.experts.down_proj.expert_247,3
model.model.layers.0.mlp.experts.down_proj.expert_248,3
model.model.layers.0.mlp.experts.down_proj.expert_249,3
model.model.layers.0.mlp.experts.down_proj.expert_25,3
model.model.layers.0.mlp.experts.down_proj.expert_250,3
model.model.layers.0.mlp.experts.down_proj.expert_251,3
model.model.layers.0.mlp.experts.down_proj.expert_252,3
model.model.layers.0.mlp.experts.down_proj.expert_253,4
model.model.layers.0.mlp.experts.down_proj.expert_254,3
model.model.layers.0.mlp.experts.down_proj.expert_255,3
model.model.layers.0.mlp.experts.down_proj.expert_256,3
model.model.layers.0.mlp.experts.down_proj.expert_257,4
model.model.layers.0.mlp.experts.down_proj.expert_258,3
model.model.layers.0.mlp.experts.down_proj.expert_259,4
model.model.layers.0.mlp.experts.down_proj.expert_26,4
model.model.layers.0.mlp.experts.down_proj.expert_260,3
model.model.layers.0.mlp.experts.down_proj.expert_261,3
model.model.layers.0.mlp.experts.down_proj.expert_262,4
model.model.layers.0.mlp.experts.down_proj.expert_263,3
model.model.layers.0.mlp.experts.down_proj.expert_264,3
model.model.layers.0.mlp.experts.down_proj.expert_265,4
model.model.layers.0.mlp.experts.down_proj.expert_266,3
model.model.layers.0.mlp.experts.down_proj.expert_267,4
model.model.layers.0.mlp.experts.down_proj.expert_268,4
model.model.layers.0.mlp.experts.down_proj.expert_269,3
model.model.layers.0.mlp.experts.down_proj.expert_27,4
model.model.layers.0.mlp.experts.down_proj.expert_270,3
model.model.layers.0.mlp.experts.down_proj.expert_271,4
model.model.layers.0.mlp.experts.down_proj.expert_272,3
model.model.layers.0.mlp.experts.down_proj.expert_273,3
model.model.layers.0.mlp.experts.down_proj.expert_274,3
model.model.layers.0.mlp.experts.down_proj.expert_275,4
model.model.layers.0.mlp.experts.down_proj.expert_276,4
model.model.layers.0.mlp.experts.down_proj.expert_277,4
model.model.layers.0.mlp.experts.down_proj.expert_278,4
model.model.layers.0.mlp.experts.down_proj.expert_279,3
model.model.layers.0.mlp.experts.down_proj.expert_28,3
model.model.layers.0.mlp.experts.down_proj.expert_280,3
model.model.layers.0.mlp.experts.down_proj.expert_281,4
model.model.layers.0.mlp.experts.down_proj.expert_282,2
model.model.layers.0.mlp.experts.down_proj.expert_283,3
model.model.layers.0.mlp.experts.down_proj.expert_284,4
model.model.layers.0.mlp.experts.down_proj.expert_285,4
model.model.layers.0.mlp.experts.down_proj.expert_286,4
model.model.layers.0.mlp.experts.down_proj.expert_287,4
model.model.layers.0.mlp.experts.down_proj.expert_288,2
model.model.layers.0.mlp.experts.down_proj.expert_289,4
model.model.layers.0.mlp.experts.down_proj.expert_29,4
model.model.layers.0.mlp.experts.down_proj.expert_290,3
model.model.layers.0.mlp.experts.down_proj.expert_291,3
model.model.layers.0.mlp.experts.down_proj.expert_292,4
model.model.layers.0.mlp.experts.down_proj.expert_293,4
model.model.layers.0.mlp.experts.down_proj.expert_294,2
model.model.layers.0.mlp.experts.down_proj.expert_295,3
model.model.layers.0.mlp.experts.down_proj.expert_296,3
model.model.layers.0.mlp.experts.down_proj.expert_297,3
model.model.layers.0.mlp.experts.down_proj.expert_298,3
model.model.layers.0.mlp.experts.down_proj.expert_299,3
model.model.layers.0.mlp.experts.down_proj.expert_3,3
model.model.layers.0.mlp.experts.down_proj.expert_30,4
model.model.layers.0.mlp.experts.down_proj.expert_300,4
model.model.layers.0.mlp.experts.down_proj.expert_301,3
model.model.layers.0.mlp.experts.down_proj.expert_302,4
model.model.layers.0.mlp.experts.down_proj.expert_303,3
model.model.layers.0.mlp.experts.down_proj.expert_304,3
model.model.layers.0.mlp.experts.down_proj.expert_305,4
model.model.layers.0.mlp.experts.down_proj.expert_306,4
model.model.layers.0.mlp.experts.down_proj.expert_307,3
model.model.layers.0.mlp.experts.down_proj.expert_308,3
model.model.layers.0.mlp.experts.down_proj.expert_309,4
model.model.layers.0.mlp.experts.down_proj.expert_31,4
model.model.layers.0.mlp.experts.down_proj.expert_310,4
model.model.layers.0.mlp.experts.down_proj.expert_311,3
model.model.layers.0.mlp.experts.down_proj.expert_312,3
model.model.layers.0.mlp.experts.down_proj.expert_313,3
model.model.layers.0.mlp.experts.down_proj.expert_314,3
model.model.layers.0.mlp.experts.down_proj.expert_315,4
model.model.layers.0.mlp.experts.down_proj.expert_316,3
model.model.layers.0.mlp.experts.down_proj.expert_317,2
model.model.layers.0.mlp.experts.down_proj.expert_318,3
model.model.layers.0.mlp.experts.down_proj.expert_319,3
model.model.layers.0.mlp.experts.down_proj.expert_32,4
model.model.layers.0.mlp.experts.down_proj.expert_320,3
model.model.layers.0.mlp.experts.down_proj.expert_321,4
model.model.layers.0.mlp.experts.down_proj.expert_322,3
model.model.layers.0.mlp.experts.down_proj.expert_323,3
model.model.layers.0.mlp.experts.down_proj.expert_324,4
model.model.layers.0.mlp.experts.down_proj.expert_325,3
model.model.layers.0.mlp.experts.down_proj.expert_326,4
model.model.layers.0.mlp.experts.down_proj.expert_327,3
model.model.layers.0.mlp.experts.down_proj.expert_328,3
model.model.layers.0.mlp.experts.down_proj.expert_329,3
model.model.layers.0.mlp.experts.down_proj.expert_33,4
model.model.layers.0.mlp.experts.down_proj.expert_330,4
model.model.layers.0.mlp.experts.down_proj.expert_331,2
model.model.layers.0.mlp.experts.down_proj.expert_332,3
model.model.layers.0.mlp.experts.down_proj.expert_333,4
model.model.layers.0.mlp.experts.down_proj.expert_334,3
model.model.layers.0.mlp.experts.down_proj.expert_335,4
model.model.layers.0.mlp.experts.down_proj.expert_336,3
model.model.layers.0.mlp.experts.down_proj.expert_337,4
model.model.layers.0.mlp.experts.down_proj.expert_338,4
model.model.layers.0.mlp.experts.down_proj.expert_339,4
model.model.layers.0.mlp.experts.down_proj.expert_34,4
model.model.layers.0.mlp.experts.down_proj.expert_340,4
model.model.layers.0.mlp.experts.down_proj.expert_341,3
model.model.layers.0.mlp.experts.down_proj.expert_342,3
model.model.layers.0.mlp.experts.down_proj.expert_343,3
model.model.layers.0.mlp.experts.down_proj.expert_344,4
model.model.layers.0.mlp.experts.down_proj.expert_345,3
model.model.layers.0.mlp.experts.down_proj.expert_346,3
model.model.layers.0.mlp.experts.down_proj.expert_347,4
model.model.layers.0.mlp.experts.down_proj.expert_348,3
model.model.layers.0.mlp.experts.down_proj.expert_349,3
model.model.layers.0.mlp.experts.down_proj.expert_35,4
model.model.layers.0.mlp.experts.down_proj.expert_350,4
model.model.layers.0.mlp.experts.down_proj.expert_351,3
model.model.layers.0.mlp.experts.down_proj.expert_352,3
model.model.layers.0.mlp.experts.down_proj.expert_353,3
model.model.layers.0.mlp.experts.down_proj.expert_354,4
model.model.layers.0.mlp.experts.down_proj.expert_355,4
model.model.layers.0.mlp.experts.down_proj.expert_356,4
model.model.layers.0.mlp.experts.down_proj.expert_357,3
model.model.layers.0.mlp.experts.down_proj.expert_358,4
model.model.layers.0.mlp.experts.down_proj.expert_359,3
model.model.layers.0.mlp.experts.down_proj.expert_36,4
model.model.layers.0.mlp.experts.down_proj.expert_360,3
model.model.layers.0.mlp.experts.down_proj.expert_361,3
model.model.layers.0.mlp.experts.down_proj.expert_362,4
model.model.layers.0.mlp.experts.down_proj.expert_363,4
model.model.layers.0.mlp.experts.down_proj.expert_364,4
model.model.layers.0.mlp.experts.down_proj.expert_365,4
model.model.layers.0.mlp.experts.down_proj.expert_366,3
model.model.layers.0.mlp.experts.down_proj.expert_367,3
model.model.layers.0.mlp.experts.down_proj.expert_368,3
model.model.layers.0.mlp.experts.down_proj.expert_369,3
model.model.layers.0.mlp.experts.down_proj.expert_37,4
model.model.layers.0.mlp.experts.down_proj.expert_370,4
model.model.layers.0.mlp.experts.down_proj.expert_371,3
model.model.layers.0.mlp.experts.down_proj.expert_372,2
model.model.layers.0.mlp.experts.down_proj.expert_373,3
model.model.layers.0.mlp.experts.down_proj.expert_374,4
model.model.layers.0.mlp.experts.down_proj.expert_375,3
model.model.layers.0.mlp.experts.down_proj.expert_376,3
model.model.layers.0.mlp.experts.down_proj.expert_377,3
model.model.layers.0.mlp.experts.down_proj.expert_378,3
model.model.layers.0.mlp.experts.down_proj.expert_379,2
model.model.layers.0.mlp.experts.down_proj.expert_38,4
model.model.layers.0.mlp.experts.down_proj.expert_380,4
model.model.layers.0.mlp.experts.down_proj.expert_381,4
model.model.layers.0.mlp.experts.down_proj.expert_382,3
model.model.layers.0.mlp.experts.down_proj.expert_383,3
model.model.layers.0.mlp.experts.down_proj.expert_384,4
model.model.layers.0.mlp.experts.down_proj.expert_385,3
model.model.layers.0.mlp.experts.down_proj.expert_386,4
model.model.layers.0.mlp.experts.down_proj.expert_387,4
model.model.layers.0.mlp.experts.down_proj.expert_388,4
model.model.layers.0.mlp.experts.down_proj.expert_389,3
model.model.layers.0.mlp.experts.down_proj.expert_39,3
model.model.layers.0.mlp.experts.down_proj.expert_390,3
model.model.layers.0.mlp.experts.down_proj.expert_391,3
model.model.layers.0.mlp.experts.down_proj.expert_392,3
model.model.layers.0.mlp.experts.down_proj.expert_393,3
model.model.layers.0.mlp.experts.down_proj.expert_394,4
model.model.layers.0.mlp.experts.down_proj.expert_395,4
model.model.layers.0.mlp.experts.down_proj.expert_396,3
model.model.layers.0.mlp.experts.down_proj.expert_397,2
model.model.layers.0.mlp.experts.down_proj.expert_398,2
model.model.layers.0.mlp.experts.down_proj.expert_399,4
model.model.layers.0.mlp.experts.down_proj.expert_4,3
model.model.layers.0.mlp.experts.down_proj.expert_40,3
model.model.layers.0.mlp.experts.down_proj.expert_400,3
model.model.layers.0.mlp.experts.down_proj.expert_401,3
model.model.layers.0.mlp.experts.down_proj.expert_402,4
model.model.layers.0.mlp.experts.down_proj.expert_403,3
model.model.layers.0.mlp.experts.down_proj.expert_404,4
model.model.layers.0.mlp.experts.down_proj.expert_405,3
model.model.layers.0.mlp.experts.down_proj.expert_406,3
model.model.layers.0.mlp.experts.down_proj.expert_407,3
model.model.layers.0.mlp.experts.down_proj.expert_408,4
model.model.layers.0.mlp.experts.down_proj.expert_409,4
model.model.layers.0.mlp.experts.down_proj.expert_41,3
model.model.layers.0.mlp.experts.down_proj.expert_410,3
model.model.layers.0.mlp.experts.down_proj.expert_411,3
model.model.layers.0.mlp.experts.down_proj.expert_412,3
model.model.layers.0.mlp.experts.down_proj.expert_413,3
model.model.layers.0.mlp.experts.down_proj.expert_414,4
model.model.layers.0.mlp.experts.down_proj.expert_415,4
model.model.layers.0.mlp.experts.down_proj.expert_416,3
model.model.layers.0.mlp.experts.down_proj.expert_417,4
model.model.layers.0.mlp.experts.down_proj.expert_418,3
model.model.layers.0.mlp.experts.down_proj.expert_419,4
model.model.layers.0.mlp.experts.down_proj.expert_42,4
model.model.layers.0.mlp.experts.down_proj.expert_420,3
model.model.layers.0.mlp.experts.down_proj.expert_421,4
model.model.layers.0.mlp.experts.down_proj.expert_422,3
model.model.layers.0.mlp.experts.down_proj.expert_423,4
model.model.layers.0.mlp.experts.down_proj.expert_424,4
model.model.layers.0.mlp.experts.down_proj.expert_425,4
model.model.layers.0.mlp.experts.down_proj.expert_426,3
model.model.layers.0.mlp.experts.down_proj.expert_427,4
model.model.layers.0.mlp.experts.down_proj.expert_428,4
model.model.layers.0.mlp.experts.down_proj.expert_429,2
model.model.layers.0.mlp.experts.down_proj.expert_43,3
model.model.layers.0.mlp.experts.down_proj.expert_430,3
model.model.layers.0.mlp.experts.down_proj.expert_431,3
model.model.layers.0.mlp.experts.down_proj.expert_432,4
model.model.layers.0.mlp.experts.down_proj.expert_433,2
model.model.layers.0.mlp.experts.down_proj.expert_434,4
model.model.layers.0.mlp.experts.down_proj.expert_435,4
model.model.layers.0.mlp.experts.down_proj.expert_436,4
model.model.layers.0.mlp.experts.down_proj.expert_437,3
model.model.layers.0.mlp.experts.down_proj.expert_438,3
model.model.layers.0.mlp.experts.down_proj.expert_439,3
model.model.layers.0.mlp.experts.down_proj.expert_44,4
model.model.layers.0.mlp.experts.down_proj.expert_440,4
model.model.layers.0.mlp.experts.down_proj.expert_441,3
model.model.layers.0.mlp.experts.down_proj.expert_442,3
model.model.layers.0.mlp.experts.down_proj.expert_443,2
model.model.layers.0.mlp.experts.down_proj.expert_444,4
model.model.layers.0.mlp.experts.down_proj.expert_445,3
model.model.layers.0.mlp.experts.down_proj.expert_446,3
model.model.layers.0.mlp.experts.down_proj.expert_447,3
model.model.layers.0.mlp.experts.down_proj.expert_448,3
model.model.layers.0.mlp.experts.down_proj.expert_449,3
model.model.layers.0.mlp.experts.down_proj.expert_45,4
model.model.layers.0.mlp.experts.down_proj.expert_450,4
model.model.layers.0.mlp.experts.down_proj.expert_451,4
model.model.layers.0.mlp.experts.down_proj.expert_452,3
model.model.layers.0.mlp.experts.down_proj.expert_453,2
model.model.layers.0.mlp.experts.down_proj.expert_454,3
model.model.layers.0.mlp.experts.down_proj.expert_455,3
model.model.layers.0.mlp.experts.down_proj.expert_456,4
model.model.layers.0.mlp.experts.down_proj.expert_457,3
model.model.layers.0.mlp.experts.down_proj.expert_458,3
model.model.layers.0.mlp.experts.down_proj.expert_459,4
model.model.layers.0.mlp.experts.down_proj.expert_46,3
model.model.layers.0.mlp.experts.down_proj.expert_460,4
model.model.layers.0.mlp.experts.down_proj.expert_461,4
model.model.layers.0.mlp.experts.down_proj.expert_462,3
model.model.layers.0.mlp.experts.down_proj.expert_463,4
model.model.layers.0.mlp.experts.down_proj.expert_464,3
model.model.layers.0.mlp.experts.down_proj.expert_465,4
model.model.layers.0.mlp.experts.down_proj.expert_466,3
model.model.layers.0.mlp.experts.down_proj.expert_467,4
model.model.layers.0.mlp.experts.down_proj.expert_468,4
model.model.layers.0.mlp.experts.down_proj.expert_469,4
model.model.layers.0.mlp.experts.down_proj.expert_47,3
model.model.layers.0.mlp.experts.down_proj.expert_470,4
model.model.layers.0.mlp.experts.down_proj.expert_471,3
model.model.layers.0.mlp.experts.down_proj.expert_472,3
model.model.layers.0.mlp.experts.down_proj.expert_473,4
model.model.layers.0.mlp.experts.down_proj.expert_474,3
model.model.layers.0.mlp.experts.down_proj.expert_475,2
model.model.layers.0.mlp.experts.down_proj.expert_476,3
model.model.layers.0.mlp.experts.down_proj.expert_477,2
model.model.layers.0.mlp.experts.down_proj.expert_478,4
model.model.layers.0.mlp.experts.down_proj.expert_479,3
model.model.layers.0.mlp.experts.down_proj.expert_48,4
model.model.layers.0.mlp.experts.down_proj.expert_480,3
model.model.layers.0.mlp.experts.down_proj.expert_481,4
model.model.layers.0.mlp.experts.down_proj.expert_482,3
model.model.layers.0.mlp.experts.down_proj.expert_483,3
model.model.layers.0.mlp.experts.down_proj.expert_484,4
model.model.layers.0.mlp.experts.down_proj.expert_485,4
model.model.layers.0.mlp.experts.down_proj.expert_486,4
model.model.layers.0.mlp.experts.down_proj.expert_487,3
model.model.layers.0.mlp.experts.down_proj.expert_488,4
model.model.layers.0.mlp.experts.down_proj.expert_489,3
model.model.layers.0.mlp.experts.down_proj.expert_49,3
model.model.layers.0.mlp.experts.down_proj.expert_490,4
model.model.layers.0.mlp.experts.down_proj.expert_491,4
model.model.layers.0.mlp.experts.down_proj.expert_492,3
model.model.layers.0.mlp.experts.down_proj.expert_493,4
model.model.layers.0.mlp.experts.down_proj.expert_494,4
model.model.layers.0.mlp.experts.down_proj.expert_495,4
model.model.layers.0.mlp.experts.down_proj.expert_496,4
model.model.layers.0.mlp.experts.down_proj.expert_497,3
model.model.layers.0.mlp.experts.down_proj.expert_498,3
model.model.layers.0.mlp.experts.down_proj.expert_499,3
model.model.layers.0.mlp.experts.down_proj.expert_5,4
model.model.layers.0.mlp.experts.down_proj.expert_50,3
model.model.layers.0.mlp.experts.down_proj.expert_500,4
model.model.layers.0.mlp.experts.down_proj.expert_501,4
model.model.layers.0.mlp.experts.down_proj.expert_502,3
model.model.layers.0.mlp.experts.down_proj.expert_503,4
model.model.layers.0.mlp.experts.down_proj.expert_504,3
model.model.layers.0.mlp.experts.down_proj.expert_505,3
model.model.layers.0.mlp.experts.down_proj.expert_506,4
model.model.layers.0.mlp.experts.down_proj.expert_507,4
model.model.layers.0.mlp.experts.down_proj.expert_508,3
model.model.layers.0.mlp.experts.down_proj.expert_509,3
model.model.layers.0.mlp.experts.down_proj.expert_51,3
model.model.layers.0.mlp.experts.down_proj.expert_510,3
model.model.layers.0.mlp.experts.down_proj.expert_511,4
model.model.layers.0.mlp.experts.down_proj.expert_52,4
model.model.layers.0.mlp.experts.down_proj.expert_53,2
model.model.layers.0.mlp.experts.down_proj.expert_54,3
model.model.layers.0.mlp.experts.down_proj.expert_55,4
model.model.layers.0.mlp.experts.down_proj.expert_56,3
model.model.layers.0.mlp.experts.down_proj.expert_57,2
model.model.layers.0.mlp.experts.down_proj.expert_58,2
model.model.layers.0.mlp.experts.down_proj.expert_59,3
model.model.layers.0.mlp.experts.down_proj.expert_6,3
model.model.layers.0.mlp.experts.down_proj.expert_60,3
model.model.layers.0.mlp.experts.down_proj.expert_61,2
model.model.layers.0.mlp.experts.down_proj.expert_62,4
model.model.layers.0.mlp.experts.down_proj.expert_63,4
model.model.layers.0.mlp.experts.down_proj.expert_64,4
model.model.layers.0.mlp.experts.down_proj.expert_65,4
model.model.layers.0.mlp.experts.down_proj.expert_66,4
model.model.layers.0.mlp.experts.down_proj.expert_67,4
model.model.layers.0.mlp.experts.down_proj.expert_68,3
model.model.layers.0.mlp.experts.down_proj.expert_69,4
model.model.layers.0.mlp.experts.down_proj.expert_7,4
model.model.layers.0.mlp.experts.down_proj.expert_70,3
model.model.layers.0.mlp.experts.down_proj.expert_71,3
model.model.layers.0.mlp.experts.down_proj.expert_72,4
model.model.layers.0.mlp.experts.down_proj.expert_73,4
model.model.layers.0.mlp.experts.down_proj.expert_74,3
model.model.layers.0.mlp.experts.down_proj.expert_75,2
model.model.layers.0.mlp.experts.down_proj.expert_76,3
model.model.layers.0.mlp.experts.down_proj.expert_77,3
model.model.layers.0.mlp.experts.down_proj.expert_78,4
model.model.layers.0.mlp.experts.down_proj.expert_79,4
model.model.layers.0.mlp.experts.down_proj.expert_8,3
model.model.layers.0.mlp.experts.down_proj.expert_80,3
model.model.layers.0.mlp.experts.down_proj.expert_81,3
model.model.layers.0.mlp.experts.down_proj.expert_82,2
model.model.layers.0.mlp.experts.down_proj.expert_83,3
model.model.layers.0.mlp.experts.down_proj.expert_84,3
